TAD	Term	P.value	P.adjust
TAD72	Hippo signaling pathway|Human papillomavirus infection|Tight junction	0.0602771978319077|0.121614061397559|0.0639618994679266	0.116002141856372|0.129831227708205|0.116483782209881
TAD734	Glycosaminoglycan biosynthesis	0.0202438407895768	0.115232122591671
TAD744	Arginine and proline metabolism|Folate biosynthesis|Glutathione metabolism	0.0491744418887137|0.0263626339529486|0.0560236840328546	0.115232122591671|0.115232122591671|0.115232122591671
TAD75	Amino sugar and nucleotide sugar metabolism|Galactose metabolism|Glycolysis / Gluconeogenesis|Pentose phosphate pathway|Purine metabolism|Starch and sucrose metabolism|Ubiquitin mediated proteolysis|Wnt signaling pathway	0.0183458247144219|0.0118742369625068|0.0259232067042398|0.0114926721164375|0.0487931951163488|0.0137805884118618|0.0517657142616359|0.0595390990467471	0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.116002141856372
TAD760	Calcium signaling pathway	0.0476151497413828	0.115232122591671
TAD766	AMPK signaling pathway|Cell cycle|Human T-cell leukemia virus 1 infection|Oocyte meiosis|Transcriptional misregulation in cancer	0.0601290884495725|0.0620854964125581|0.107659115766506|0.0625741207957764|0.0920210119965628	0.116002141856372|0.116002141856372|0.126402479830167|0.11604120992644|0.122358683260164
TAD767	Amino sugar and nucleotide sugar metabolism|Ascorbate and aldarate metabolism|DNA replication|Mismatch repair|Nucleotide excision repair|Pentose and glucuronate interconversions|Toll-like receptor signaling pathway|Tuberculosis	0.0941084552139883|0.0540068313488012|0.0713928184569396|0.0461821797454011|0.0922355692188237|0.0675553549996152|0.0186986005484904|0.0508788547943723	0.122706681526324|0.115232122591671|0.117927601361875|0.115232122591671|0.122358683260164|0.116873426769585|0.115232122591671|0.115232122591671
TAD784	Circadian rhythm|Dopaminergic synapse|N-Glycan biosynthesis|Steroid hormone biosynthesis	0.0197144667479641|0.0812006608269616|0.0316429948406085|0.0378743578977522	0.115232122591671|0.119543551774631|0.115232122591671|0.115232122591671
TAD792	Ubiquitin mediated proteolysis	0.0684227340264977	0.116873426769585
TAD8	Glycolysis / Gluconeogenesis|HIF-1 signaling pathway|RNA degradation	0.0344162470868672|0.0503010987034357|0.0398989646885241	0.115232122591671|0.115232122591671|0.115232122591671
TAD816	Glycerolipid metabolism|Glycerophospholipid metabolism|Glycosaminoglycan degradation|Homologous recombination|Proteoglycans in cancer|Ribosome	0.0384957255302129|0.0606520867050563|0.0121202959736485|0.0260072021675749|0.122374553113126|0.0943040284427999	0.115232122591671|0.116002141856372|0.115232122591671|0.115232122591671|0.129961377996785|0.122706681526324
TAD817	Maturity onset diabetes of the young	0.00333247885157639	0.0868000113500653
TAD836	Amphetamine addiction|Amyotrophic lateral sclerosis (ALS)|B cell receptor signaling pathway|C-type lectin receptor signaling pathway|Cellular senescence|cGMP-PKG signaling pathway|Dopaminergic synapse|Ferroptosis|Glucagon signaling pathway|Glutamatergic synapse|Long-term potentiation|Natural killer cell mediated cytotoxicity|Oocyte meiosis|Osteoclast differentiation|Oxytocin signaling pathway|Renin secretion|T cell receptor signaling pathway|Th1 and Th2 cell differentiation|Th17 cell differentiation|VEGF signaling pathway|Wnt signaling pathway	0.051184030293296|0.0385974959022085|0.0533908633199536|0.0773850684184714|0.116942396593547|0.121095511520004|0.0966377152622144|0.0303793642714779|0.0766654935335774|0.0845551515328895|0.0504474672426763|0.0966377152622144|0.0923885500818832|0.0938067850948165|0.112076438811949|0.051920117158856|0.0752249406583156|0.0687192533030104|0.0795409897777182|0.0445377905864172|0.115554396115281	0.115232122591671|0.115232122591671|0.115232122591671|0.119053951413033|0.128669210736632|0.129771183839744|0.122935610123605|0.115232122591671|0.118923783923687|0.119543551774631|0.115232122591671|0.122935610123605|0.122358683260164|0.122706681526324|0.126450006764748|0.115232122591671|0.11858757455853|0.116895301324227|0.119543551774631|0.115232122591671|0.128033622624224
TAD837	Acute myeloid leukemia|Adipocytokine signaling pathway|AGE-RAGE signaling pathway in diabetic complications|Amoebiasis|B cell receptor signaling pathway|Butanoate metabolism|C-type lectin receptor signaling pathway|Chagas disease (American trypanosomiasis)|Chronic myeloid leukemia|Cocaine addiction|Cytosolic DNA-sensing pathway|Epithelial cell signaling in Helicobacter pylori infection|HIF-1 signaling pathway|IL-17 signaling pathway|Inflammatory bowel disease (IBD)|Insulin resistance|Legionellosis|Leishmaniasis|Longevity regulating pathway|Lysosome|Neurotrophin signaling pathway|NF-kappa B signaling pathway|Osteoclast differentiation|Other glycan degradation|Pancreatic cancer|Pertussis|Prolactin signaling pathway|Prostate cancer|RIG-I-like receptor signaling pathway|Salmonella infection|Shigellosis|Small cell lung cancer|Sphingolipid signaling pathway|Synthesis and degradation of ketone bodies|T cell receptor signaling pathway|Th1 and Th2 cell differentiation|Th17 cell differentiation|TNF signaling pathway|Toll-like receptor signaling pathway|Toxoplasmosis	0.0657334176294919|0.0686292438266782|0.0980960332489538|0.094340305676869|0.0705554285579367|0.0283651011807244|0.1018381257802|0.100903878608992|0.0753556486435217|0.0491744418887137|0.0628297162298349|0.0676648423188625|0.0980960332489538|0.091514536402497|0.0647663930908755|0.105566625722534|0.0550478718442339|0.0734381700988364|0.099968781238851|0.1194281630081|0.115750259065192|0.0933992383233708|0.123092674507724|0.0183166078423063|0.074397343835794|0.0753556486435217|0.0695927723472249|0.0952805181807087|0.0695927723472249|0.0848910538551496|0.0647663930908755|0.091514536402497|0.115750259065192|0.0102124617259282|0.0990328330066802|0.0905709005015904|0.104635772724716|0.107425791708946|0.1018381257802|0.11020820056679	0.116636733975924|0.116895301324227|0.122935610123605|0.122706681526324|0.117716554510602|0.115232122591671|0.123867774236117|0.123396384057437|0.11858757455853|0.115232122591671|0.116164467903186|0.116873426769585|0.122935610123605|0.122358683260164|0.116636733975924|0.125315754050791|0.115232122591671|0.11858757455853|0.123175631148363|0.129771183839744|0.128071014932076|0.122668991314153|0.13010818869455|0.115232122591671|0.11858757455853|0.11858757455853|0.116895301324227|0.122880787262533|0.116895301324227|0.119543551774631|0.116636733975924|0.122358683260164|0.128071014932076|0.115232122591671|0.122935610123605|0.122358683260164|0.125105764779263|0.126402479830167|0.123867774236117|0.126402479830167
TAD842	Acute myeloid leukemia|Adherens junction|Arrhythmogenic right ventricular cardiomyopathy (ARVC)|Basal cell carcinoma|Breast cancer|Butanoate metabolism|Colorectal cancer|Cushing syndrome|Endometrial cancer|Fatty acid degradation|Fatty acid elongation|Gastric cancer|Hepatocellular carcinoma|Hippo signaling pathway|Lysine degradation|Melanogenesis|Prostate cancer|Ribosome|Thyroid cancer|Tryptophan metabolism|Valine, leucine and isoleucine degradation|Wnt signaling pathway	0.0415977499999102|0.0453096056533021|0.0453096056533021|0.0397374976833624|0.0907453059040643|0.0178203176949439|0.0539258888382662|0.0954877898840031|0.036630658898652|0.0278887073944705|0.0171882844373472|0.0919327874255275|0.103152104383072|0.0984417790022108|0.0372526690620696|0.0630884696352507|0.0606520867050563|0.0943040284427999|0.0234939979046532|0.0266346939842432|0.0303928568230681|0.0972611109452605	0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.122358683260164|0.115232122591671|0.115232122591671|0.122880787262533|0.115232122591671|0.115232122591671|0.115232122591671|0.122358683260164|0.124710701580621|0.122935610123605|0.115232122591671|0.116294127068934|0.116002141856372|0.122706681526324|0.115232122591671|0.115232122591671|0.115232122591671|0.122935610123605
TAD858	Fat digestion and absorption|PPAR signaling pathway|Progesterone-mediated oocyte maturation	0.0463367589874283|0.0822353955816028|0.108626346435295	0.115232122591671|0.119543551774631|0.126402479830167
TAD873	N-Glycan biosynthesis|PPAR signaling pathway	0.0501555594515783|0.0734381700988364	0.115232122591671|0.11858757455853
TAD876	Bacterial invasion of epithelial cells|ErbB signaling pathway|Gastric cancer|Hepatocellular carcinoma|Neurotrophin signaling pathway|Phospholipase D signaling pathway|Proteoglycans in cancer|Ras signaling pathway|Renal cell carcinoma	0.0281887934002667|0.0323332398823694|0.0562128714951657|0.0632257311089967|0.045068818696661|0.0558428072701608|0.0753232396602578|0.0865922722644238|0.0263010487497383	0.115232122591671|0.115232122591671|0.115232122591671|0.116294127068934|0.115232122591671|0.115232122591671|0.11858757455853|0.120759284562|0.115232122591671
TAD885	Aldosterone-regulated sodium reabsorption|Bacterial invasion of epithelial cells	0.00946286242757199|0.0188807388716129	0.115232122591671|0.115232122591671
TAD889	Ubiquitin mediated proteolysis	0.0847892492147985	0.119543551774631
TAD899	Neuroactive ligand-receptor interaction|Pentose phosphate pathway|Regulation of lipolysis in adipocytes	0.0340096164067798|0.0266177846914841|0.0483330957397675	0.115232122591671|0.115232122591671|0.115232122591671
TAD927	Adipocytokine signaling pathway|AGE-RAGE signaling pathway in diabetic complications|Amoebiasis|Amyotrophic lateral sclerosis (ALS)|Apoptosis|Colorectal cancer|Epithelial cell signaling in Helicobacter pylori infection|Fatty acid biosynthesis|Fatty acid degradation|Ferroptosis|Hepatitis B|Hepatitis C|IL-17 signaling pathway|Legionellosis|Measles|Natural killer cell mediated cytotoxicity|Non-alcoholic fatty liver disease (NAFLD)|p53 signaling pathway|Parkinson disease|Peroxisome|Pertussis|PPAR signaling pathway|Serotonergic synapse|Small cell lung cancer|TNF signaling pathway|Toxoplasmosis|Viral myocarditis	0.051920117158856|0.0745039621816982|0.0716153623379713|0.0385974959022085|0.10508632533288|0.0643609758665987|0.051184030293296|0.00995906202828822|0.0333745220507028|0.0303793642714779|0.119020993495784|0.11346898682744|0.0694439854016072|0.0415714784119915|0.10157410945901|0.0966377152622144|0.109285873827168|0.0541255231078311|0.10438479906583|0.0621754716069909|0.0570594127143718|0.0555934173283761|0.0838402395075344|0.0694439854016072|0.081692711291485|0.0838402395075344|0.0445377905864172	0.115232122591671|0.11858757455853|0.118113019304796|0.115232122591671|0.125105764779263|0.116483782209881|0.115232122591671|0.115232122591671|0.115232122591671|0.115232122591671|0.129602460181488|0.126789956992472|0.116895301324227|0.115232122591671|0.123832633445398|0.122935610123605|0.126402479830167|0.115232122591671|0.125105764779263|0.116002141856372|0.115375190636324|0.115232122591671|0.119543551774631|0.116895301324227|0.119543551774631|0.119543551774631|0.115232122591671
TAD992	Alzheimer disease|Huntington disease|Non-alcoholic fatty liver disease (NAFLD)|Oxidative phosphorylation|Parkinson disease|Retrograde endocannabinoid signaling|TGF-beta signaling pathway	0.104913391989919|0.117745126612431|0.0919327874255275|0.0823981054320395|0.0877711663378545|0.091339201850567|0.0563762220021277	0.125105764779263|0.128923977856993|0.122358683260164|0.119543551774631|0.121861549045527|0.122358683260164|0.115232122591671
