GO.Term	GO.ID	TAD	P.value	P.adjust
regulation of NMDA receptor activity 	2000310	TAD1033	0.00180067835428288	0.0312226708723271
regulation of non-canonical Wnt signaling pathway 	2000050	TAD1376	0.00456493908140421	0.0312226708723271
regulation of Notch signaling pathway 	0008593	TAD1133|TAD2415|TAD889|TAD2058	0.0566933366857401|0.0612721777114656|0.0240191924051428|0.0334668334840013	0.0617786206064159|0.0647613943395904|0.0408060034296495|0.0468479588725396
regulation of nuclear cell cycle DNA replication 	0033262	TAD2498	0.00952505402347026	0.0317468008020042
regulation of nuclear division 	0051783	TAD2326|TAD1955	0.00580790835188372|0.00290798157032057	0.0312226708723271|0.0312226708723271
regulation of nuclease activity 	0032069	TAD2266	0.0115856808172183	0.0326590512939334
regulation of nucleic acid-templated transcription 	1903506	TAD2882|TAD2849|TAD1846|TAD1466|TAD557|TAD2930|TAD2888	9.93003099844959e-20|1.09225229657348e-05|0.00948297192244871|0.0881927581168224|0.000384028426491649|0.023664205695319|3.09335193592494e-07	2.5157733534572e-16|0.00128769085971379|0.0317468008020042|0.0888326618383738|0.0198558371125835|0.0407205934879179|6.66979330184327e-05
regulation of oligodendrocyte differentiation 	0048713	TAD2674	0.00993540732102827	0.0317468008020042
regulation of organ growth 	0046620	TAD2673	0.0124059350315965	0.0330028334900394
regulation of organ morphogenesis 	2000027	TAD1476|TAD1290	0.00186967613658851|0.00186967613658851	0.0312226708723271|0.0312226708723271
regulation of organelle assembly 	1902115	TAD726|TAD2531	0.0321010523875644|0.00973817288006484	0.0459675095231847|0.0317468008020042
regulation of organelle organization 	0033043	TAD506|TAD1133|TAD3085|TAD766|TAD873|TAD2800	0.0683149950877444|0.00380969231990461|0.03854346249722|0.0309544300343942|0.0609589019103344|0.03854346249722	0.0694248054772565|0.0312226708723271|0.0501797853220487|0.0452266715640933|0.0644908144857844|0.0501797853220487
regulation of ossification 	0030278	TAD2415|TAD2131|TAD1033	0.0337054071156228|0.0156962181044705|0.00525896054911112	0.0469900393052306|0.0349748184412279|0.0312226708723271
regulation of osteoblast differentiation 	0045667	TAD1149|TAD2415|TAD2238|TAD1033|TAD188	0.0649177226523915|0.0604218215209735|0.0468059100255556|0.00953889621944559|0.0236793425522301	0.0674537271977172|0.0641570347122324|0.0555487870007003|0.0317468008020042|0.0407205934879179
regulation of osteoblast proliferation 	0033688	TAD816|TAD188	0.00553134235018848|0.00553134235018848	0.0312226708723271|0.0312226708723271
regulation of osteoclast development 	2001204	TAD889	0.00207713009225519	0.0312226708723271
regulation of osteoclast differentiation 	0045670	TAD2303	0.0152858065206365	0.0347545975341708
regulation of oxidative stress-induced cell death 	1903201	TAD6	0.00373624434844833	0.0312226708723271
regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway 	1903376	TAD6|TAD889	0.0024921243547612|0.00207713009225519	0.0312226708723271|0.0312226708723271
regulation of oxidoreductase activity 	0051341	TAD190|TAD2266	0.0134323261488141|0.0249387483862336	0.0336818959107878|0.041220436227747
regulation of p38MAPK cascade 	1900744	TAD1174	0.0561233297338061	0.061586770278548
regulation of pathway-restricted SMAD protein phosphorylation 	0060393	TAD1149|TAD2765|TAD2140|TAD333|TAD1878|TAD2793|TAD929	0.0557583388578455|0.024281992448164|0.0122143421763917|0.0202756341458776|0.0362046825409859|0.0162531054342985|0.0202756341458776	0.0613390149788761|0.0409781367976176|0.0330028334900394|0.038256055936385|0.0486667002082969|0.0355512563071834|0.038256055936385
regulation of peptidase activity 	0052547	TAD1174	0.0391879094245567	0.05049310192559
regulation of peptide hormone secretion 	0090276	TAD566|TAD784|TAD454|TAD432|TAD2148|TAD2149|TAD526|TAD527|TAD1978|TAD1551|TAD2800	0.02997109718417|0.0250381741674126|0.0150979851550597|0.000692750857601237|0.0200805109404845|0.0200805109404845|0.0200805109404845|0.02997109718417|0.0250381741674126|0.0100904738663231|0.0250381741674126	0.044567439305118|0.0412848774833321|0.0347545975341708|0.0288946883556483|0.0381221239922948|0.0381221239922948|0.0381221239922948|0.044567439305118|0.0412848774833321|0.031955269425412|0.0412848774833321
regulation of peptidyl-serine phosphorylation 	0033135	TAD6|TAD370|TAD548|TAD2154	0.035229059303145|0.0466972598464364|0.0409801025484443|0.035229059303145	0.0480725887762354|0.0554848201763145|0.0517627270629359|0.0480725887762354
regulation of peptidyl-tyrosine phosphorylation 	0050730	TAD2986|TAD711|TAD2238|TAD836	0.0291055937541405|0.0348254457454695|0.0573737307849288|0.0348254457454695	0.0440364417892594|0.0477178295273916|0.0622311235978239|0.0477178295273916
regulation of peroxisome proliferator activated receptor signaling pathway 	0035358	TAD1290	0.001662049526438	0.0312226708723271
regulation of phagocytosis 	0050764	TAD212|TAD1814|TAD1815|TAD1112	0.000279887776006826|0.0169265976933041|0.0113156938561322|0.0113156938561322	0.0155845204508416|0.0359178222983762|0.032591295224651|0.032591295224651
regulation of phagocytosis, engulfment 	0060099	TAD792	0.00166199196430317	0.0312226708723271
regulation of phosphatase activity 	0010921	TAD1027|TAD2763|TAD3061|TAD2113|TAD1497|TAD2336	0.0487954608189727|0.00995259385711145|0.0198074958289545|0.0246986081929654|0.0148921970199061|0.0198074958289545	0.0567801726897971|0.0317468008020042|0.0377949845096262|0.0410768764449113|0.0344894446685106|0.0377949845096262
regulation of phosphatidylinositol 3-kinase activity 	0043551	TAD3071|TAD506|TAD1454	0.0491469027900063|0.0203962458151657|0.0136427338575174	0.0570117574260444|0.0382911365488866|0.0337044039278598
regulation of phosphatidylinositol 3-kinase signaling 	0014066	TAD2238|TAD1442	0.0540826709400604|0.0165376996965089	0.0602278887150079|0.0355658635586251
regulation of phosphatidylinositol biosynthetic process 	0010511	TAD3071	0.00911249937745495	0.0317221844764827
regulation of phospholipase C activity 	1900274	TAD190|TAD2158	0.0103475906453659|0.00415066354797067	0.0320301343511385|0.0312226708723271
regulation of phospholipid metabolic process 	1903725	TAD1454|TAD2058|TAD1497	0.00415066354797067|0.00484093133507313|0.00207727395769153	0.0312226708723271|0.0312226708723271|0.0312226708723271
regulation of phosphoprotein phosphatase activity 	0043666	TAD1834|TAD2436	0.0263629122857562|0.0216204103440817	0.0421845008590057|0.0391995126505067
regulation of phosphorylation 	0042325	TAD1967|TAD2763|TAD792|TAD1545|TAD992|TAD1670|TAD1978|TAD3081	0.0484696300229279|0.0164225748826714|0.0325776782436646|0.0245332888726209|0.0405562808002521|0.000663268017313696|0.0405562808002521|0.0641026809757191	0.0565302371564451|0.0355658635586251|0.0462125127829364|0.0410768764449113|0.0514647319846925|0.0283610045884261|0.0514647319846925|0.0669087000729156
regulation of plasma membrane bounded cell projection assembly 	0120032	TAD2673|TAD2797	0.052711576132891|0.0161064871347847	0.05937084872049|0.0353449849770264
regulation of plasma membrane bounded cell projection organization 	0120035	TAD2649	0.00986675295637363	0.0317468008020042
regulation of plasminogen activation 	0010755	TAD502|TAD8|TAD557	0.00276883509840009|0.00276883509840009|0.0110339912622014	0.0312226708723271|0.0312226708723271|0.0323336971931206
regulation of platelet-derived growth factor receptor-beta signaling pathway 	2000586	TAD3071	0.0136389718255084	0.0337044039278598
regulation of platelet activation 	0010543	TAD332|TAD3071|TAD1545	0.00918058143495093|0.0285850952391505|0.00394435916983216	0.0317468008020042|0.0436809132151573|0.0312226708723271
regulation of platelet aggregation 	0090330	TAD502|TAD1545	0.00387475762138534|0.00290737739155023	0.0312226708723271|0.0312226708723271
regulation of podosome assembly 	0071801	TAD2306	0.00897350297638977	0.0317221844764827
regulation of postsynaptic membrane potential 	0060078	TAD1033	0.00456778419374315	0.0312226708723271
regulation of posttranscriptional gene silencing 	0060147	TAD1967|TAD2238|TAD2763|TAD3081|TAD2154	0.0226514366414473|0.0374717284172421|0.00760716464470834|0.0300893743369359|0.0226514366414473	0.0398937778563836|0.0495483423512959|0.0313865936270947|0.0446308388202118|0.0398937778563836
regulation of potassium ion transmembrane transport 	1901379	TAD566|TAD2797	0.0132316089115743|0.0132316089115743	0.0335055941460385|0.0335055941460385
regulation of potassium ion transmembrane transporter activity 	1901016	TAD566|TAD2797|TAD2808	0.0103497339090447|0.0103497339090447|0.00173214161989887	0.0320301343511385|0.0320301343511385|0.0312226708723271
regulation of potassium ion transport 	0043266	TAD566|TAD1968	0.0148752523436595|0.000850691530889595	0.0344894446685106|0.0312226708723271
regulation of pri-miRNA transcription from RNA polymerase II promoter 	1902893	TAD3071|TAD2500|TAD1978	0.0389184867525083|0.0089759828456204|0.0089759828456204	0.0503858070046947|0.0317221844764827|0.0317221844764827
regulation of primary metabolic process 	0080090	TAD927|TAD280|TAD1174|TAD1230|TAD2723|TAD542|TAD1545|TAD1310|TAD2242|TAD687	0.0564202617420713|0.0113921788026148|0.0378338228119759|0.0472413420403531|0.0191693251775964|0.0564202617420713|0.0286167275613755|0.0655113814216893|0.0655113814216893|0.0191693251775964	0.0616878551463823|0.0326033154435747|0.049793241607346|0.0558276220751541|0.0373505469004725|0.0616878551463823|0.0436809132151573|0.0677945380341975|0.0677945380341975|0.0373505469004725
regulation of production of miRNAs involved in gene silencing by miRNA 	1903798	TAD2498	0.020527941896789	0.0383845153935516
regulation of programmed cell death 	0043067	TAD2727|TAD2716|TAD365|TAD899|TAD1878|TAD900	0.0546814207441699|3.46171513267092e-05|0.0546814207441699|0.122983404242357|0.0113461365295112|0.0546814207441699	0.060581777393836|0.0030063703456477|0.060581777393836|0.123482990051724|0.032591295224651|0.060581777393836
regulation of proteasomal protein catabolic process 	0061136	TAD2309|TAD2310|TAD432|TAD889	0.0107659475968165|0.0267034210194026|0.0214189302942845|0.0134397384377428	0.032234223274686|0.0423916508076161|0.0389701227140805|0.0336818959107878
regulation of proteasomal ubiquitin-dependent protein catabolic process 	0032434	TAD1510|TAD6|TAD1006	0.04191573166214|0.036035864473791|0.0301203244510363	0.0522863151974553|0.048484791632687|0.0446308388202118
regulation of protein acetylation 	1901983	TAD6|TAD1978	0.00373624434844833|0.00311439999025021	0.0312226708723271|0.0312226708723271
regulation of protein activation cascade 	2000257	TAD212	2.62942463890331e-09	8.88219643021537e-07
regulation of protein autophosphorylation 	0031952	TAD3071|TAD545	0.0462351505650094|0.00429124643989209	0.055136151544576|0.0312226708723271
regulation of protein binding 	0043393	TAD6|TAD1858|TAD1859|TAD2155|TAD2154	0.0452737851684427|0.0228967145093882|0.0885154887229082|0.0228967145093882|0.0452737851684427	0.054457512035252|0.0402000391874698|0.0891400141824457|0.0402000391874698|0.054457512035252
regulation of protein catabolic process 	0042176	TAD858|TAD1382|TAD1454|TAD212|TAD2797|TAD2298|TAD468	0.055349664962827|0.0493525127032779|0.0372450179561696|0.00137529462688154|0.0372450179561696|0.0249850373882486|0.0125706721462259	0.061014882878629|0.0570971506624317|0.0493580504731036|0.0312226708723271|0.0493580504731036|0.0412711277738405|0.03322670618932
regulation of protein complex disassembly 	0043244	TAD2189	0.0134323261488138	0.0336818959107878
regulation of protein deacetylation 	0090311	TAD1510|TAD3020	0.00387435535637148|0.00497889876452851	0.0312226708723271|0.0312226708723271
regulation of protein dephosphorylation 	0035304	TAD2485|TAD2859	0.0246748745855129|0.0246748745855129	0.0410768764449113|0.0410768764449113
regulation of protein deubiquitination 	0090085	TAD1968	0.0358201305339477	0.0484324486765879
regulation of protein export from nucleus 	0046825	TAD6	0.0128203411742491	0.0334396954446484
regulation of protein glycosylation 	0060049	TAD1743	0.00663370450283474	0.0312226708723271
regulation of protein homodimerization activity 	0043496	TAD6|TAD29|TAD454|TAD1033	0.00663416315157417|0.0110339912622015|0.00332225642609207|0.0022159890728366	0.0312226708723271|0.0323336971931206|0.0312226708723271|0.0312226708723271
regulation of protein homooligomerization 	0032462	TAD3079|TAD2143|TAD2774	0.0134323261488138|0.014458575462806|0.00828610166652977	0.0336818959107878|0.0341031232244188|0.0313865936270947
regulation of protein import into nucleus 	0042306	TAD2266	0.0474260332898362	0.0559310393761434
regulation of protein import into nucleus, translocation 	0033158	TAD2238	0.00828581544809626	0.0313865936270947
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway 	1900739	TAD332|TAD280|TAD2266|TAD1858|TAD1859	0.0144625614426225|0.0347731289113961|0.0566473963074052|0.00622318775370845|0.0246689507135708	0.0341031232244188|0.0476818163474596|0.0617786206064159|0.0312226708723271|0.0410768764449113
regulation of protein kinase A signaling 	0010738	TAD2751|TAD1304|TAD2143	0.00656573862759602|0.00787397614950291|0.0182812771154166	0.0312226708723271|0.0313865936270947|0.0367298762150151
regulation of protein kinase activity 	0045859	TAD2955|TAD6|TAD2131	0.020266949908308|0.0595849745070056|0.0595849745070056	0.038256055936385|0.0635748313263112|0.0635748313263112
regulation of protein kinase B signaling 	0051896	TAD876|TAD6|TAD816	0.0335017917850103|0.065887869334966|0.0552141730644859	0.0468479588725396|0.068001595665602|0.0609123045760397
regulation of protein kinase C signaling 	0090036	TAD548	0.00532391777899266	0.0312226708723271
regulation of protein localization 	0032880	TAD2326|TAD1968|TAD233|TAD1858|TAD1859|TAD889	0.0113156938561322|0.0191697714190304|0.0169265976933041|0.00849853793481026|0.0335735581100609|0.0141250400722178	0.032591295224651|0.0373505469004725|0.0359178222983762|0.0317221844764827|0.0469159456546273|0.0341031232244188
regulation of protein localization to Cajal body 	1904869	TAD2194	0.0055307684823519	0.0312226708723271
regulation of protein localization to cell cortex 	1904776	TAD135	0.00580690408359452	0.0312226708723271
regulation of protein localization to cell periphery 	1904375	TAD2649|TAD111	0.00911092605023323|0.00911092605023323	0.0317221844764827|0.0317221844764827
regulation of protein localization to cell surface 	2000008	TAD1773|TAD1266|TAD548|TAD2797	0.0185561696651284|0.0222274027260017|0.0130244207286923|0.0111738415175584	0.0369484590827856|0.0396787629340057|0.0335055941460385|0.0323336971931206
regulation of protein localization to centrosome 	1904779	TAD2158	0.00290697479171098	0.0312226708723271
regulation of protein localization to membrane 	1905475	TAD2649|TAD111	0.0128848223335861|0.0128848223335861	0.0334524109707598|0.0334524109707598
regulation of protein localization to nucleus 	1900180	TAD6|TAD1476	0.0111738415175584|0.00560203412635807	0.0323336971931206|0.0312226708723271
regulation of protein localization to plasma membrane 	1903076	TAD652|TAD1967|TAD1133|TAD2649|TAD111|TAD316	0.0320524934836228|0.0275363038640825|0.0543253690295281|0.0499115619744938|0.0499115619744938|0.00464213954132897	0.0459434185237671|0.0428850320206872|0.0603588739990394|0.057516917108201|0.057516917108201|0.0312226708723271
regulation of protein metabolic process 	0051246	TAD280|TAD1476|TAD1858|TAD1859|TAD2797	0.0673027826376381|0.0122143421763917|0.0122143421763917|0.0479841240916665|0.024281992448164	0.0687893493948386|0.0330028334900394|0.0330028334900394|0.0562293147022373|0.0409781367976176
regulation of protein modification process 	0031399	TAD1027|TAD1510|TAD1743|TAD1545|TAD992|TAD2859	0.0287306992301906|0.0201971774686884|0.0230497851594079|0.00870521556031023|0.0144675480488463|0.0258942849183892	0.0436809132151573|0.0382297735535656|0.0402000391874698|0.0317221844764827|0.0341031232244188|0.0419103425056673
regulation of protein oligomerization 	0032459	TAD107	0.00952505402347026	0.0317468008020042
regulation of protein phosphorylation 	0001932	TAD1545	0.0532791683603937	0.0596411236235756
regulation of protein polymerization 	0032271	TAD2140	0.00622318775370845	0.0312226708723271
regulation of protein processing 	0070613	TAD502|TAD212	0.0350087257511617|6.2118603984251e-09	0.0478138041458588|1.70137819669297e-06
regulation of protein secretion 	0050708	TAD566|TAD784|TAD454|TAD432|TAD537|TAD2148|TAD2149|TAD526|TAD527|TAD1978	0.0436725115904483|0.0365272674552746|0.0220777413408404|0.00148085251483493|0.0220777413408404|0.0293291399324226|0.0293291399324226|0.0293291399324226|0.0436725115904483|0.0365272674552746	0.0534384487391455|0.0488882849671529|0.0396223607807736|0.0312226708723271|0.0396223607807736|0.0441269423689273|0.0441269423689273|0.0441269423689273|0.0534384487391455|0.0488882849671529
regulation of protein serine/threonine kinase activity 	0071900	TAD2131|TAD1670|TAD1466	0.0328052666642074|0.0274124886695837|0.0645473629831486	0.0463979583250306|0.0428040308440002|0.0672067169907765
regulation of protein sumoylation 	0033233	TAD6|TAD2649	0.0070475775249591|0.0128848223335861	0.0312452180388064|0.0334524109707598
regulation of protein targeting to membrane 	0090313	TAD2536|TAD3071|TAD506|TAD280|TAD2143	0.0313477218595325|0.0403860923117122|0.0167155790268679|0.0313477218595325|0.0258854097955665	0.0455570690659013|0.0513580950541964|0.0357224120325347|0.0455570690659013|0.0419103425056673
regulation of protein targeting to mitochondrion 	1903214	TAD2237|TAD837|TAD889|TAD107	0.04191573166214|0.0477601386782035|0.0301203244510363|0.036035864473791	0.0522863151974553|0.0560186626579762|0.0446308388202118|0.048484791632687
regulation of protein transport 	0051223	TAD2306|TAD2649|TAD2380|TAD2336	0.024058056642262|0.020393442314303|0.0185561696651284|0.00746265402092461	0.0408060034296495|0.0382911365488866|0.0369484590827856|0.0313865936270947
regulation of protein tyrosine kinase activity 	0061097	TAD3071|TAD370	0.0462351505650094|0.0170583323297628	0.055136151544576|0.0360113010617312
regulation of protein ubiquitination 	0031396	TAD1155|TAD6|TAD889|TAD2336	0.0479782714178907|0.041266405259382|0.0345076914275401|0.0277018062261293	0.0562293147022373|0.0520141481217135|0.0474684055578156|0.0430665629722188
regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process 	2000058	TAD28|TAD889|TAD116	0.0256817509761373|0.00863194895783481|0.0154859612784957	0.0418489892896247|0.0317221844764827|0.0347545975341708
regulation of proteolysis 	0030162	TAD1099|TAD1100|TAD1118|TAD1476|TAD502	0.0259102806812195|0.0343993330833263|0.021638254762871|0.0130388137156681|0.0173477918678453	0.0419103425056673|0.0474200695843467|0.0391995126505067|0.0335055941460385|0.036017726447192
regulation of proteolysis involved in cellular protein catabolic process 	1903050	TAD2309|TAD2310|TAD432	0.00635971995833451|0.0158268110414501|0.0126807416961321	0.0312226708723271|0.0351331851246699|0.0333137057358765
regulation of Ras protein signal transduction 	0046578	TAD2140|TAD1767|TAD2238|TAD2674|TAD2845	0.0185919999025232|0.0247130477201792|0.060654481736122|0.00243690468979122|0.0488219804466771	0.0369484590827856|0.0410768764449113|0.0643004081638415|0.0312226708723271|0.0567801726897971
regulation of reactive oxygen species biosynthetic process 	1903426	TAD873|TAD767|TAD6	0.00883636600185134|0.0175994902442345|0.00663416315157417	0.0317221844764827|0.0362293494890224|0.0312226708723271
regulation of reactive oxygen species metabolic process 	2000377	TAD1149|TAD1155|TAD1141|TAD873|TAD1382|TAD548	0.0465157030941669|0.0235291431727593|0.0367299665810196|0.0268458679741278|0.0268458679741278|0.0235291431727593	0.0553599688968042|0.0405724582121405|0.0490336693581523|0.0423916508076161|0.0423916508076161|0.0405724582121405
regulation of receptor-mediated endocytosis 	0048259	TAD711|TAD2158	0.0148752523436595|0.0148752523436595	0.0344894446685106|0.0344894446685106
regulation of receptor biosynthetic process 	0010869	TAD1360	0.00759769847296976	0.0313865936270947
regulation of receptor internalization 	0002090	TAD1376|TAD2058	0.0115856808172179|0.0135040006991834	0.0326590512939334|0.0336818959107878
regulation of receptor recycling 	0001919	TAD6|TAD1815	0.0070475775249591|0.00470359566975587	0.0312452180388064|0.0312226708723271
regulation of regulated secretory pathway 	1903305	TAD2571	0.0203303707695529	0.0382809322517
regulation of regulatory T cell differentiation 	0045589	TAD3017|TAD212|TAD703	0.00966176194903157|0.0124059350315963|0.0165086538697974	0.0317468008020042|0.0330028334900394|0.0355658635586251
regulation of relaxation of cardiac muscle 	1901897	TAD2433|TAD1266	0.00456493908140443|0.00497907098859629	0.0312226708723271|0.0312226708723271
regulation of relaxation of muscle 	1901077	TAD1266	0.00580670328554889	0.0312226708723271
regulation of release of cytochrome c from mitochondria 	0090199	TAD506|TAD2238|TAD2433|TAD3079|TAD707	0.0246748745855129|0.0273796031640324|0.030077018117471|0.0354499841812703|0.0354499841812703	0.0410768764449113|0.0427998145464552|0.0446308388202118|0.0480994848482168|0.0480994848482168
regulation of release of sequestered calcium ion into cytosol 	0051279	TAD652	0.0235291431727593	0.0405724582121405
regulation of renal sodium excretion 	0035813	TAD2143	0.00580690408359452	0.0312226708723271
regulation of respiratory burst 	0060263	TAD1814|TAD1815	0.00415066354797067|0.00276883509840009	0.0312226708723271|0.0312226708723271
regulation of response to biotic stimulus 	0002831	TAD873|TAD1968|TAD212	0.00387435535637159|0.0358201305339477|0.00435774388410159	0.0312226708723271|0.0484324486765879|0.0312226708723271
regulation of response to cytokine stimulus 	0060759	TAD432|TAD3017	0.0110347527130006|0.00966176194903157	0.0323336971931206|0.0317468008020042
regulation of response to DNA damage stimulus 	2001020	TAD2586|TAD1304|TAD2189|TAD2845|TAD2242	0.0197856937917338|0.0148752523436595|0.0319579177705155|0.0197856937917338|0.0173334550826649	0.0377948361284341|0.0344894446685106|0.0458951991931013|0.0377948361284341|0.036017726447192
regulation of response to external stimulus 	0032101	TAD873|TAD6|TAD542|TAD212	0.0578058864685288|0.0436725115904483|0.0436725115904483|0.0647947786798194	0.0625392178362412|0.0534384487391455|0.0534384487391455|0.0673536041790225
regulation of response to interferon-gamma 	0060330	TAD1650	0.0154155445253334	0.0347545975341708
regulation of response to stress 	0080134	TAD333	0.00345996488210043	0.0312226708723271
regulation of retinoic acid receptor signaling pathway 	0048385	TAD3047|TAD1466	0.0080795091896082|0.0107592596968793	0.0313865936270947|0.032234223274686
regulation of retrograde protein transport, ER to cytosol 	1904152	TAD2354|TAD527	0.00580670328554844|0.00497907098859562	0.0312226708723271|0.0312226708723271
regulation of Rho protein signal transduction 	0035023	TAD2140|TAD1163|TAD2310|TAD1743|TAD2531|TAD2354|TAD2845|TAD1644	0.0118019342792681|0.0311684390261694|0.0388101996932201|0.0311684390261694|0.0118019342792681|0.0273252071397813|0.0311684390261694|0.015705419362157	0.0327493981342013|0.0453826647969749|0.0503427234729803|0.0453826647969749|0.0327493981342013|0.0427998145464552|0.0453826647969749|0.0349876280096942
regulation of RIG-I signaling pathway 	0039535	TAD3038	0.0208668950333259	0.0386524849098053
regulation of RNA biosynthetic process 	2001141	TAD2953|TAD2930	0.00242298261526996|0.00290697479171098	0.0312226708723271|0.0312226708723271
regulation of RNA export from nucleus 	0046831	TAD2194|TAD2336	0.0103475906453651|0.00415109446648665	0.0320301343511385|0.0312226708723271
regulation of RNA metabolic process 	0051252	TAD2953|TAD1133|TAD2264	0.0134397384377428|0.0319601025366028|0.0161064871347847	0.0336818959107878|0.0458951991931013|0.0353449849770264
regulation of RNA polymerase II transcriptional preinitiation complex assembly 	0045898	TAD2716	0.00835457466494127	0.0314857789715563
regulation of RNA splicing 	0043484	TAD1133|TAD28|TAD3020|TAD2264|TAD122	0.0447989066223382|0.055687103877413|0.0337874737762059|0.0226514366414473|0.00381071156377766	0.0541330393193209|0.0613138972939704|0.0470136327409096|0.0398937778563836|0.0312226708723271
regulation of ruffle assembly 	1900027	TAD2140|TAD2649|TAD792|TAD1644	0.00435895048356416|0.0158945261992798|0.00580790835188372|0.00580790835188372	0.0312226708723271|0.0351635769070858|0.0312226708723271|0.0312226708723271
regulation of sarcomere organization 	0060297	TAD333|TAD2531	0.00207713009225519|0.00124670993101039	0.0312226708723271|0.0312226708723271
regulation of secretion by cell 	1903530	TAD6|TAD1005|TAD1033|TAD1067|TAD2800|TAD1126	0.0230592883162386|0.00387999722857324|0.00774520788234301|0.0343922806155448|0.0192526726848522|0.0154314905844104	0.0402000391874698|0.0312226708723271|0.0313865936270947|0.0474200695843467|0.0373505469004725|0.0347545975341708
regulation of sensory perception 	0051931	TAD2143	0.00773557004577641	0.0313865936270947
regulation of sensory perception of pain 	0051930	TAD2143	0.00869859964850506	0.0317221844764827
regulation of serine-type endopeptidase activity 	1900003	TAD212	0.0068402971466125	0.0312226708723271
regulation of short-term neuronal synaptic plasticity 	0048172	TAD3071|TAD2566	0.016645647501792|0.00304540201648973	0.0356632117934799|0.0312226708723271
regulation of signal transduction 	0009966	TAD1266|TAD75|TAD1265	0.177476738261954|0.0476562918179975|0.0320276058054322	0.177862862494724|0.0560020834763631|0.045933732979373
regulation of signal transduction by p53 class mediator 	1901796	TAD1529	0.0190320788787339	0.0372769786155952
regulation of single stranded viral RNA replication via double stranded DNA intermediate 	0045091	TAD3071|TAD2189	1.26614420979218e-12|0.00897350297638977	7.10342091248047e-10|0.0317221844764827
regulation of sister chromatid cohesion 	0007063	TAD2310|TAD2155	0.00828581544809626|0.00249238324073919	0.0313865936270947|0.0312226708723271
regulation of skeletal muscle cell differentiation 	2001014	TAD542|TAD1033|TAD1978	0.00373624434844833|0.00124679630613711|0.00311439999025021	0.0312226708723271|0.0312226708723271|0.0312226708723271
regulation of skeletal muscle contraction 	0014819	TAD2415	0.00539305930938272	0.0312226708723271
regulation of skeletal muscle tissue development 	0048641	TAD542|TAD1033	0.00497907098859562|0.00166222224475421	0.0312226708723271|0.0312226708723271
regulation of SMAD protein import into nucleus 	0060390	TAD1149|TAD2500|TAD1878|TAD2793	0.0154155445253334|0.00553134235018848|0.0099357502752635|0.00442737381328451	0.0347545975341708|0.0312226708723271|0.0317468008020042|0.0312226708723271
regulation of small GTPase mediated signal transduction 	0051056	TAD1967|TAD2953|TAD2490|TAD333|TAD2955|TAD2531|TAD1785|TAD1310|TAD885|TAD412	0.0568163355093543|0.0475746142727445|0.0568163355093543|0.0475746142727445|0.0193065618747873|0.0288205998026875|0.0382429917657939|0.0659690154170757|0.0193065618747873|0.0193065618747873	0.0617786206064159|0.0559703264470241|0.0617786206064159|0.0559703264470241|0.0373882472843674|0.0437423930508364|0.0498975767419281|0.0680027329484535|0.0373882472843674|0.0373882472843674
regulation of smooth muscle cell apoptotic process 	0034391	TAD2238|TAD2131|TAD1670	0.0055307684823519|0.00332168144298273|0.00276873924128707	0.0312226708723271|0.0312226708723271|0.0312226708723271
regulation of smooth muscle cell migration 	0014910	TAD3071|TAD2238	0.0271002673433167|0.0124055072500905	0.0425649035395706|0.0330028334900394
regulation of smooth muscle cell proliferation 	0048660	TAD3071|TAD2238	0.0650104755389567|0.0300801058985077	0.0675293316022743|0.0446308388202118
regulation of smoothened signaling pathway 	0008589	TAD1476|TAD2397	0.0074647188897824|0.0367855486895764	0.0313865936270947|0.0490336693581523
regulation of sodium ion transmembrane transport 	1902305	TAD548|TAD707|TAD2797|TAD1296	0.0144625614426225|0.0266979314693152|0.0124089306058701|0.0103511634102998	0.0341031232244188|0.0423916508076161|0.0330028334900394|0.0320301343511385
regulation of sodium ion transmembrane transporter activity 	2000649	TAD1382|TAD316|TAD548|TAD707|TAD2797|TAD1725|TAD1296|TAD468|TAD2808	0.0203303707695529|0.0025635695974503|0.0178112397471381|0.0328320267563444|0.0152858065206365|0.0228432148791909|0.0127540557626121|0.00512074448138167|0.0025635695974503	0.0382809322517|0.0312226708723271|0.036392901011535|0.0463979583250306|0.0347545975341708|0.0401479603860078|0.0333805787960515|0.0312226708723271|0.0312226708723271
regulation of sodium ion transport 	0002028	TAD1121|TAD2266|TAD548|TAD707|TAD2113	0.012067991887948|0.00207567101408121|0.0168554712167469|0.0310830796009646|0.012067991887948	0.0329738890962001|0.0312226708723271|0.035892451306963|0.0453688504502629|0.0329738890962001
regulation of spindle assembly 	0090169	TAD135|TAD2930	0.023989521142484|0.0103497339090447	0.0408060034296495|0.0320301343511385
regulation of spindle organization 	0090224	TAD2326|TAD135	0.00497976004387646|0.0173268946336177	0.0312226708723271|0.036017726447192
regulation of sprouting angiogenesis 	1903670	TAD2415|TAD28|TAD1062	0.0169860437472616|0.0195748935752832|0.00263121337634276	0.0359291520214464|0.0377948361284341|0.0312226708723271
