GO.Term	GO.ID	TAD	P.value	P.adjust
phosphoprotein phosphatase activity 	0004721	TAD2953|TAD836|TAD2186|TAD2058	0.057959908184997|0.069145297785734|0.069145297785734|0.0801988417917704	0.0689512027911926|0.0764815748957529|0.0764815748957529|0.0833063588218841
phosphoric diester hydrolase activity 	0008081	TAD1163|TAD2571|TAD2629	0.000222773565736947|0.0228146752843573|0.00575162207163815	0.00640993806480443|0.043897725272239|0.0371593497322587
phosphoric ester hydrolase activity 	0042578	TAD470	0.0194076459621975	0.0412645671609484
phosphorylase activity 	0004645	TAD2536|TAD1670	0.00887027994970391|0.00261574540187737	0.0371593497322587|0.0366640006181636
phosphoserine residue binding 	0050815	TAD2484	0.00418245396196593	0.0371593497322587
phosphotransferase activity, alcohol group as acceptor 	0016773	TAD190|TAD468|TAD545	0.0425013921806849|0.0438425269957349|0.0438425269957349	0.0590585990508165|0.0595419592553781|0.0595419592553781
phosphotransferase activity, for other substituted phosphate groups 	0016780	TAD2237|TAD2238	0.00609435741287101|0.00869597631838914	0.0371593497322587|0.0371593497322587
phosphotransferase activity, phosphate group as acceptor 	0016776	TAD1650|TAD1376	0.055772244906179|0.0212813289747861	0.0675780485724505|0.0428006597647608
phosphotyrosine residue binding 	0001784	TAD506|TAD1785|TAD190|TAD370|TAD2986|TAD2744|TAD2629|TAD792	0.0225554368205196|0.0100859990016908|0.037318647789842|0.0200737442682343|0.0125921103966233|0.0125921103966233|0.00505533925158008|0.0100859990016908	0.0437328235927056|0.0371593497322587|0.0550478241520266|0.0419759109795054|0.0374810679116044|0.0374810679116044|0.0371593497322587|0.0371593497322587
platelet-derived growth factor binding 	0048407	TAD3071	0.0209262510599878	0.0424026758567649
platelet-derived growth factor receptor binding 	0005161	TAD3071	0.024685836106768	0.0452265950033433
poly-purine tract binding 	0070717	TAD2176	0.0527803696810946	0.0652557500978846
poly-pyrimidine tract binding 	0008187	TAD1133	0.0207542160010447	0.0422313912414705
poly(A binding 	0008143)	TAD2176	0.0372360744298029	0.0550478241520266
poly(U RNA binding 	0008266)	TAD1133	0.0166352366164252	0.0392936692273374
polypeptide N-acetylgalactosaminyltransferase activity 	0004653	TAD2176	0.0553473605491678	0.0672385621168417
polyubiquitin modification-dependent protein binding 	0031593	TAD816|TAD1133|TAD1815|TAD2523	0.0186254855927581|0.0441330185875214|0.0149277021963763|0.0441330185875214	0.0408346930221195|0.0597859724493855|0.0381682243362323|0.0597859724493855
potassium channel activity 	0005267	TAD1889|TAD1743|TAD1636|TAD2859|TAD3007	0.00872676498821889|0.0677386177125981|0.0259547355987004|0.0758799274871808|0.0259547355987004	0.0371593497322587|0.0757801643461829|0.04606111794572|0.0804128352890172|0.04606111794572
potassium channel regulator activity 	0015459	TAD2143|TAD2797|TAD2485	0.0513011621643166|0.0223097098043449|0.033281511881415	0.0646280840342062|0.0434515828138775|0.0521958594768122
potassium ion antiporter activity 	0022821	TAD2498|TAD2958|TAD653	0.0316559663906812|0.00418336568667443|0.0083503203169063	0.0512095768149101|0.0371593497322587|0.0371593497322587
potassium ion binding 	0030955	TAD2498	0.0238330651319556	0.0446068990067304
potassium ion leak channel activity 	0022841	TAD1636|TAD2859	0.00418336568667443|0.0125009239939033	0.0371593497322587|0.03744401100915
potassium ion transmembrane transporter activity 	0015079	TAD2143|TAD1743|TAD1636|TAD2859	0.0454640593104693|0.0262314038937042|0.00991642015023309|0.0294628427769492	0.0608631761736927|0.0464375468438175|0.0371593497322587|0.0491730972255657
potassium:proton antiporter activity 	0015386	TAD2958|TAD653	0.00287731972280458|0.00574711114067739	0.0367887940219646|0.0371593497322587
prenyltransferase activity 	0004659	TAD1266	0.0114641799532658	0.0371693137547275
primary miRNA binding 	0070878	TAD2500	0.00305117029255986	0.0367887940219646
protease binding 	0002020	TAD432|TAD6|TAD2484|TAD1967|TAD2485|TAD2774|TAD1141|TAD2436	0.00282720258986523|0.0602293679863725|0.0794953179796002|0.0602293679863725|0.0889809133405653|0.0794953179796002|0.00544234839279912|0.00361055509188244	0.0367887940219646|0.0707539336497505|0.0827149933461799|0.0707539336497505|0.0898553163261301|0.0827149933461799|0.0371593497322587|0.0367887940219646
proteasome-activating ATPase activity 	0036402	TAD2716	0.00574711114067727	0.0371593497322587
proteasome binding 	0070628	TAD432	0.0138820406336527	0.0379774733520519
protein-arginine N-methyltransferase activity 	0016274	TAD3033	0.0135355863538267	0.0376346596834492
protein-arginine omega-N asymmetric methyltransferase activity 	0035242	TAD3033	0.00904263136953376	0.0371593497322587
protein-cysteine S-acyltransferase activity 	0019707	TAD557|TAD1915	0.0330107674170665|0.0370629244037572	0.0520652212187664|0.0549797838671532
protein-cysteine S-palmitoyltransferase activity 	0019706	TAD557|TAD1915	0.0330107674170665|0.0370629244037572	0.0520652212187664|0.0549797838671532
protein-glutamic acid ligase activity 	0070739	TAD2536|TAD3079	0.0103414408019566|0.00791644500777156	0.0371593497322587|0.0371593497322587
protein-glutamine gamma-glutamyltransferase activity 	0003810	TAD557	0.00973566868632292	0.0371593497322587
protein-lysine 6-oxidase activity 	0004720	TAD1915	0.00939001236713921	0.0371593497322587
protein-lysine N-methyltransferase activity 	0016279	TAD3017|TAD2158|TAD1466	0.0283675162019488|0.0243637702140032|0.0481462748505911	0.0485464710260154|0.0448609352575246|0.0628552093935726
protein binding involved in cell-cell adhesion 	0098632	TAD2484	0.0145716938966067	0.0379774733520519
protein carboxyl O-methyltransferase activity 	0051998	TAD1304|TAD1539	0.0031382096525836|0.00104698330936526	0.0367887940219646|0.0240360636341513
protein deacetylase activity 	0033558	TAD2264|TAD1155	0.0217956320073792|0.0253828653484852	0.0431057541167423|0.0456684701980974
protein disulfide isomerase activity 	0003756	TAD280|TAD1149|TAD627|TAD1466	0.0292804661873571|0.0241732184484904|0.0156043669970557|0.0207542160010447	0.0491348802764474|0.0447530048952949|0.0385858011906455|0.0422313912414705
protein heterodimerization activity 	0046982	TAD767|TAD1033|TAD454	0.0516627316897|0.0457190175737304|0.0677915025473674	0.0648682086818943|0.0610907987146194|0.0758000323819787
protein homodimerization activity 	0042803	TAD432	0.074392099843693	0.0796922321874219
protein kinase A catalytic subunit binding 	0034236	TAD2726|TAD1574	0.0146558831457726|0.00453079349218033	0.0379774733520519|0.0371593497322587
protein kinase A regulatory subunit binding 	0034237	TAD2956|TAD233|TAD2955|TAD2751	0.0140537308998996|0.00939001236713943|0.00313930480570279|0.00783081511483164	0.0379774733520519|0.0371593497322587|0.0367887940219646|0.0371593497322587
protein kinase activator activity 	0030295	TAD2113|TAD2726|TAD2716|TAD1859	0.0237734434354344|0.0606615665949152|0.0515699145218509|0.0561264881330756	0.0446068990067304|0.0710572592911492|0.0648153031672418|0.0678284439922344
protein kinase activity 	0004672	TAD316|TAD2582|TAD2583|TAD2716	0.0447683043895627|0.0447683043895627|0.0875361399497089|0.084205471785356	0.0603435358355255|0.0603435358355255|0.0884377294061197|0.0859987733614757
protein kinase binding 	0019901	TAD1133|TAD2582|TAD2583|TAD1266|TAD1670|TAD420|TAD1265	0.0923291793495659|0.0431974866916837|0.084532557741397|0.411488871213863|0.0170723811033697|0.084532557741397|0.084532557741397	0.0931493076373834|0.0593003665907464|0.0861290177553988|0.411488871213863|0.039772998727956|0.0861290177553988|0.0861290177553988
protein kinase C activity 	0004697	TAD316|TAD2582|TAD2583	0.000872676498821723|0.000872676498821723|0.00174466752998015	0.0206948998292009|0.0206948998292009|0.0327390654756275
protein kinase C binding 	0005080	TAD506|TAD332|TAD1133|TAD2582|TAD2583	0.030991916400686|0.0241868065627413|0.0411129039568844|0.00349070599528767|0.00696953055107286	0.0507558126771016|0.0447530048952949|0.057996908084552|0.0367887940219646|0.0371593497322587
protein kinase regulator activity 	0019887	TAD2113	0.0458322320852668	0.0612041812128748
protein methyltransferase activity 	0008276	TAD1304|TAD3033|TAD3017|TAD1773|TAD2158|TAD1466	0.0212813289747861|0.0455514394954843|0.0247849931249674|0.0352227257321307|0.0212813289747861|0.0421205793358598	0.0428006597647608|0.0609045888669487|0.0452265950033433|0.0534157709978482|0.0428006597647608|0.0588324985157187
protein phosphatase 2A binding 	0051721	TAD2298|TAD2380|TAD2485|TAD1834	0.00696406499121305|0.0173238353516458|0.0156043669970557|0.0190404501907556	0.0371593497322587|0.0400098024296139|0.0385858011906455|0.0412450937203313
protein phosphatase 2B binding 	0030346	TAD858	0.00470423417995813	0.0371593497322587
protein phosphatase binding 	0019903	TAD858|TAD2298|TAD2380|TAD1266|TAD2485|TAD1265|TAD1497|TAD1834	0.0700037084686032|0.0317339124867655|0.0774761677542707|0.0922433733793374|0.0700037084686032|0.0159934838529943|0.0238950810848632|0.0848892337483843	0.0770362074835521|0.0512555665443428|0.0814386605035149|0.0931062674240459|0.0770362074835521|0.0389988001748719|0.0446069074231269|0.0863293904001005
protein phosphatase inhibitor activity 	0004864	TAD2485|TAD2859	0.017926256685207|0.017926256685207	0.0403140782972987|0.0403140782972987
protein phosphatase regulator activity 	0019888	TAD29|TAD2485|TAD2436	0.0402825140643662|0.0363268250492846|0.0363268250492846	0.0573036686558354|0.0544020044804693|0.0544020044804693
protein phosphorylated amino acid binding 	0045309	TAD506|TAD1785|TAD190|TAD370|TAD2986|TAD2744|TAD2629|TAD792|TAD889	0.0263982597734888|0.0118172228102323|0.0436199965617442|0.023498858952984|0.0147502838686741|0.0147502838686741|0.00592565469511608|0.0118172228102323|0.0147502838686741	0.0465321756462642|0.0372261306883513|0.0595419592553781|0.0443797413435036|0.0379774733520519|0.0379774733520519|0.0371593497322587|0.0372261306883513|0.0379774733520519
protein serine/threonine kinase activator activity 	0043539	TAD2498|TAD2726|TAD2716	0.0604611609677791|0.0346214724418323|0.0293716383487568	0.0709104268306887|0.0530633079044561|0.0491348802764474
protein serine/threonine kinase activity 	0004674	TAD2189|TAD316|TAD468|TAD2582|TAD2583|TAD2716|TAD1141|TAD1412|TAD1413	0.0635201891827804|0.0321144951566456|0.0632003623046954|0.0321144951566456|0.0632003623046954|0.0467080932136787|0.0467080932136787|0.0321144951566456|0.093290461516694	0.0728273819070865|0.0516416397526387|0.0725459477944323|0.0516416397526387|0.0725459477944323|0.0620283477877653|0.0620283477877653|0.0516416397526387|0.0940751476416007
protein serine/threonine kinase inhibitor activity 	0030291	TAD2536|TAD2726|TAD1574|TAD1670	0.0436162614854185|0.0335221451066664|0.0104324255987156|6.59385687589514e-05	0.0595419592553781|0.052275918968484|0.0371593497322587|0.00249641107687399
protein serine/threonine phosphatase activity 	0004722	TAD332|TAD127|TAD836	0.0366828960434992|0.057046878160859|0.0315246847249123	0.0546696751808503|0.0686916487045992|0.0511505786739555
protein serine/threonine phosphatase inhibitor activity 	0004865	TAD2859	0.00782945182216455	0.0371593497322587
protein serine/threonine/tyrosine kinase activity 	0004712	TAD2498|TAD711	0.0277520417216922|0.00730971908736788	0.0478345894851532|0.0371593497322587
protein transporter activity 	0008565	TAD1651|TAD2956|TAD2303|TAD1967|TAD3061|TAD2154	0.0806710463952154|0.0611270973197523|0.0411729671851407|0.0411729671851407|0.0276381462105991|0.0411729671851407	0.0834154854436391|0.0713424964932534|0.057996908084552|0.057996908084552|0.0477144956179783|0.057996908084552
protein tyrosine kinase activator activity 	0030296	TAD1859	0.012500381022497	0.03744401100915
protein tyrosine kinase activity 	0004713	TAD1266|TAD2149|TAD75|TAD1545|TAD711|TAD2744|TAD1265|TAD1099	0.143594206250332|0.0503408600646946|0.0379967187992876|0.0379967187992876|0.0745591366016705|0.0625276687570115|0.0254932278765196|0.0745591366016705	0.144061504922462|0.0639032800115359|0.0554407837517664|0.0554407837517664|0.0796922321874219|0.0721575984907117|0.0457690397317216|0.0796922321874219
protein tyrosine kinase binding 	1990782	TAD1133|TAD836|TAD179|TAD611	0.0491471725636822|0.0248767230162041|0.0451435817113185|0.00836051199925625	0.0632223568209946|0.0452265950033433|0.0605844834160605|0.0371593497322587
protein tyrosine phosphatase activity 	0004725	TAD2953|TAD127|TAD1653|TAD1955	0.0267664273415635|0.0579569048620547|0.0161455191049813|0.0107923837109061	0.0467329694199791|0.0689512027911926|0.03906269412121|0.0371593497322587
protein tyrosine/serine/threonine phosphatase activity 	0008138	TAD2673|TAD2058	0.057745256738341|0.0205910783613217	0.0689512027911926|0.0422313912414705
proton-transporting ATPase activity, rotational mechanism 	0046961	TAD280|TAD1121	0.0234897173531261|0.00696315517659041	0.0443797413435036|0.0371593497322587
purine ribonucleoside binding 	0032550	TAD2953|TAD527|TAD1967|TAD1550|TAD1710|TAD420	0.0674904545618717|0.0804351915729302|0.0804351915729302|0.0138755563312681|0.0804351915729302|0.0275597757887063	0.0756594290620879|0.0833063588218841|0.0833063588218841|0.0379774733520519|0.0833063588218841|0.0476554456346379
purine ribonucleoside triphosphate binding 	0035639	TAD468|TAD1550|TAD420	0.0679246359073765|0.034557989353347|0.0679246359073765	0.0758310213596061|0.0530633079044561|0.0758310213596061
purinergic nucleotide receptor activity 	0001614	TAD2266	0.000592807761267545	0.0152295136763734
purinergic receptor activity 	0035586	TAD2266	0.00015976448954835	0.00485594040063857
pyrimidine nucleotide-sugar transmembrane transporter activity 	0015165	TAD127|TAD1234	0.00765613178579794|0.00973524529134429	0.0371593497322587|0.0371593497322587
pyrophosphatase activity 	0016462	TAD1059|TAD1916|TAD2310|TAD1878|TAD1234|TAD1814|TAD1915|TAD2309	0.0142371200506834|0.0489703099288836|0.0352227257321307|0.0317556498933208|0.0489703099288836|0.0212813289747861|0.0625267094920908|0.0142371200506834	0.0379774733520519|0.0632223568209946|0.0534157709978482|0.0512555665443428|0.0632223568209946|0.0428006597647608|0.0721575984907117|0.0379774733520519
queuine tRNA-ribosyltransferase activity 	0008479	TAD784	0.00305117029255986	0.0367887940219646
R-SMAD binding 	0070412	TAD2500|TAD2793|TAD2765	0.00826441759052654|0.00661672818288561|0.009909517648653	0.0371593497322587|0.0371593497322587|0.0371593497322587
Rab GTPase binding 	0017137	TAD2113|TAD1815|TAD2158|TAD766|TAD1155|TAD3085	0.0554609085115747|0.0446185171744008|0.0661811880552712|0.0446185171744008|0.0767807205404548|0.0554609085115747	0.0672385621168417|0.0602168605768336|0.0745053456052926|0.0602168605768336|0.0811057887856186|0.0672385621168417
Rab guanyl-nucleotide exchange factor activity 	0017112	TAD1650|TAD1651|TAD1636|TAD1007	0.068925700538173|0.052144079999739|0.0132937687439899|0.0307495928166754	0.0764486644109101|0.064944440997566|0.0376346596834492|0.0506546727468592
Rac GTPase binding 	0048365	TAD2140	0.011216310905256	0.0371593497322587
Rac guanyl-nucleotide exchange factor activity 	0030676	TAD2140|TAD1112|TAD2955	0.00366108424309097|0.00487867719181601|0.0024421080287591	0.0367887940219646|0.0371593497322587|0.036096363877138
racemase and epimerase activity, acting on carbohydrates and derivatives 	0016857	TAD28|TAD1155	0.0156030132818727|0.00730940087447229	0.0385858011906455|0.0371593497322587
RAGE receptor binding 	0050786	TAD3033	0.0101676375517183	0.0371593497322587
Ral GTPase binding 	0017160	TAD2397	0.0156030132818727	0.0385858011906455
Ran GTPase binding 	0008536	TAD1155|TAD3081	0.0109468952604761|0.0125014670283173	0.0371593497322587|0.03744401100915
Ras GTPase binding 	0017016	TAD2113|TAD1815|TAD766|TAD1155|TAD3085|TAD1767|TAD2531	0.0777620933791886|0.0627064838664365|0.0627064838664365|0.00510708111685564|0.0777620933791886|0.0627064838664365|0.0474064477620558	0.0815802613088425|0.0722184488915613|0.0722184488915613|0.0371593497322587|0.0815802613088425|0.0722184488915613|0.0625547198654383
receptor tyrosine kinase binding 	0030971	TAD1133|TAD611	0.0401042569414112|0.0067955893232835	0.0571499269135102|0.0371593497322587
regulatory region DNA binding 	0000975	TAD280|TAD1033|TAD2266|TAD2793|TAD1112|TAD687	0.0426663009315733|0.0387154573613142|0.103262733451297|0.0759384609641721|0.0759384609641721|0.0387154573613142	0.0592495993631501|0.0558475648300241|0.103888568199486|0.0804128352890172|0.0804128352890172|0.0558475648300241
repressing transcription factor binding 	0070491	TAD2953|TAD6|TAD1978|TAD233	0.0229169541289788|0.0274381171664477|0.0229169541289788|0.0274381171664477	0.0439427096033705|0.0475212334231093|0.0439427096033705|0.0475212334231093
retinoic acid binding 	0001972	TAD2542|TAD2436	0.0145697968171988|0.0109459436203918	0.0379774733520519|0.0371593497322587
retinoic acid receptor binding 	0042974	TAD3033|TAD3047	0.0180097309131084|0.0125009239939033	0.0403140782972987|0.03744401100915
retinoid binding 	0005501	TAD2542|TAD2436	0.0248573746124052|0.0186991373856121	0.0452265950033433|0.0408346930221195
Rho GTPase binding 	0017048	TAD2140|TAD2845|TAD2380|TAD2129|TAD1374|TAD2531	0.0187332465671447|0.0491892201586885|0.0611088997129681|0.0845079177096495|0.0310293799939665|0.0187332465671447	0.0408346930221195|0.0632223568209946|0.0713424964932534|0.0861290177553988|0.0507667945617738|0.0408346930221195
Rho guanyl-nucleotide exchange factor activity 	0005089	TAD1785|TAD2140|TAD1916|TAD1027|TAD1725|TAD1112|TAD2955|TAD1310|TAD2531	0.0204393053821073|0.0153683146843395|0.0697579156982|0.0503305059167349|0.0454116664688451|0.0204393053821073|0.0102715196822672|0.0354987325341071|0.0153683146843395	0.0420878063116292|0.0385189582912946|0.0769226275302584|0.0639032800115359|0.0608307735814821|0.0420878063116292|0.0371593497322587|0.0537510367115279|0.0385189582912946
ribonuclease activity 	0004540	TAD280|TAD1650|TAD2851	0.0703069846713136|0.066308831454611|0.0127746773545527	0.0772124544125673|0.0745053456052926|0.0376346596834492
ribonuclease P activity 	0004526	TAD2266|TAD2851	0.0217852563732585|0.00235458175947201	0.0431057541167423|0.036036790332912
ribosomal large subunit binding 	0043023	TAD2194	0.00956181964416625	0.0371593497322587
ribosomal small subunit binding 	0043024	TAD346	0.0145697968171988	0.0379774733520519
RNA-dependent ATPase activity 	0008186	TAD816|TAD2189|TAD1059|TAD2155|TAD2716|TAD2956	0.0293259952781002|0.0744943776090844|0.0235293998340772|0.0176987007814532|0.0634003190623179|0.0521752544984977	0.0491348802764474|0.0796922321874219|0.0443797413435036|0.0403042028034204|0.0727367828476779|0.064944440997566
RNA 7-methylguanosine cap binding 	0000340	TAD1100|TAD1099	0.00626793506613499|0.00470423417995847	0.0371593497322587|0.0371593497322587
RNA binding 	0003723	TAD1059|TAD3071|TAD2716|TAD2956	0.0743305337176507|0.000618002258053662|0.139234956423518|0.0849442120698707	0.0796922321874219|0.0155075450334861|0.139753039982303|0.0863446112325864
RNA cap binding 	0000339	TAD1100|TAD1099	0.0118105462426104|0.00887027994970369	0.0372261306883513|0.0371593497322587
RNA helicase activity 	0003724	TAD816|TAD2189|TAD1059|TAD2716|TAD2956	0.0288997750248631|0.0734370287127769|0.0231864175368639|0.0624950737859529|0.0514258542780358	0.0489768780535585|0.0792385539810863|0.0442407507025219|0.0721575984907117|0.0647096172198258
RNA methyltransferase activity 	0008173	TAD127|TAD1823|TAD2716|TAD135|TAD1545	0.0180963120292451|0.00496644557691139|0.0180963120292451|0.0229775616183028|0.00496644557691139	0.0403140782972987|0.0371593497322587|0.0403140782972987|0.0439427096033705|0.0371593497322587
RNA polymerase binding 	0070063	TAD1059	0.00661672818288561	0.0371593497322587
RNA polymerase core enzyme binding 	0043175	TAD2953|TAD1510	0.0147502838686741|0.0205910783613217	0.0379774733520519|0.0422313912414705
RNA polymerase I activity 	0001054	TAD346	0.012500381022497	0.03744401100915
RNA polymerase I CORE element sequence-specific DNA binding 	0001164	TAD280	0.0118105462426106	0.0372261306883513
RNA polymerase I regulatory region sequence-specific DNA binding 	0001163	TAD280	0.0118105462426106	0.0372261306883513
RNA polymerase II activating transcription factor binding 	0001102	TAD1033|TAD2148|TAD2310|TAD2500|TAD454|TAD527|TAD546	0.0081866926323847|0.0163077778933668|0.0402825140643662|0.0203438786737259|0.0122554039395575|0.0243637702140032|0.0163077778933668	0.0371593497322587|0.03906269412121|0.0573036686558354|0.0420878063116292|0.03744401100915|0.0448609352575246|0.03906269412121
RNA polymerase II carboxy-terminal domain kinase activity 	0008353	TAD1012	0.0156030132818727	0.0385858011906455
RNA polymerase II core binding 	0000993	TAD2953|TAD1510	0.0112953920873262|0.0157791119212387	0.0371593497322587|0.0387828286173498
RNA polymerase II core promoter proximal region sequence-specific DNA binding 	0000978	TAD1033|TAD365|TAD2536|TAD1360	0.0452074302074721|0.0670417370317408|0.056524097710184|0.0207626293415117	0.0605948039675309|0.0751954618058714|0.0681827852758956|0.0422313912414705
RNA polymerase II core promoter sequence-specific DNA binding 	0000979	TAD1149|TAD2076|TAD179	0.0325048490444312|0.0233230612104015|0.025626343361447	0.0518686419053234|0.0443324436929682|0.0459316021378759
RNA polymerase II distal enhancer sequence-specific DNA binding 	0000980	TAD837|TAD2716|TAD233	0.0357426958670262|0.0488206020193732|0.026926287388621	0.0537510367115279|0.0632223568209946|0.0468604259553582
RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding 	0001162	TAD2882	0.0562439524478814	0.0679207886863615
RNA polymerase II regulatory region DNA binding 	0001012	TAD1174|TAD842|TAD2953|TAD1033|TAD1121|TAD8|TAD926	0.107864268421573|0.0846949551070956|0.0846949551070956|0.034775419696237|0.0846949551070956|0.0683473174650595|0.034775419696237	0.108416903238824|0.0861724248567243|0.0861724248567243|0.0532160848370111|0.0861724248567243|0.0761060428738898|0.0532160848370111
RNA polymerase II regulatory region sequence-specific DNA binding 	0000977	TAD1033|TAD1121|TAD233|TAD1360|TAD926	0.0786781307528351|0.0148334299710162|0.021663177779751|0.0584532652890331|0.0786781307528351	0.082141947830004|0.0379774733520519|0.0431057541167423|0.0691948143136223|0.082141947830004
RNA polymerase II repressing transcription factor binding 	0001103	TAD233	0.0145748571628953	0.0379774733520519
RNA polymerase II transcription coactivator activity 	0001105	TAD454|TAD2415|TAD1967|TAD2076|TAD1290	0.0101764893858124|0.0433746276917633|0.0202520468869348|0.0335308022092426|0.0101764893858124	0.0371593497322587|0.059430124799254|0.0420878063116292|0.052275918968484|0.0371593497322587
RNA polymerase II transcription cofactor activity 	0001104	TAD2953|TAD2310|TAD454|TAD1967|TAD2076|TAD1710|TAD8|TAD1290|TAD2309	0.03612519111871|0.0709603324447141|0.0218325251388319|0.0431939429910715|0.0709603324447141|0.0431939429910715|0.029004842517353|0.0218325251388319|0.029004842517353	0.0541752344921308|0.0776139875396315|0.0431057541167423|0.0593003665907464|0.0776139875396315|0.0593003665907464|0.0489768780535585|0.0431057541167423|0.0489768780535585
RNA polymerase II transcription corepressor activity 	0001106	TAD2953|TAD1710|TAD8|TAD1290	0.0112953920873262|0.0135397014819247|0.00904617345002368|0.00679203526189598	0.0371593497322587|0.0376346596834492|0.0371593497322587|0.0371593497322587
RNA polymerase II transcription factor activity, sequence-specific transcription regulatory region DNA binding 	0001133	TAD542	0.009909517648653	0.0371593497322587
RNA polymerase II transcription factor binding 	0001085	TAD1033|TAD2148|TAD2500|TAD454|TAD527|TAD546|TAD1978|TAD233|TAD8	0.0210081824884306|0.0415785926069882|0.0517024677963862|0.0313475392064981|0.0617202782902436|0.0415785926069882|0.0517024677963862|0.0617202782902436|0.0415785926069882	0.042528759671701|0.0584040900250902|0.0648682086818943|0.0509397512105595|0.0718546097287359|0.0584040900250902|0.0648682086818943|0.0718546097287359|0.0584040900250902
RNA stem-loop binding 	0035613	TAD2649	0.0124141139115529	0.03744401100915
rRNA (guanine methyltransferase activity 	0016435)	TAD2716	0.00574711114067727	0.0371593497322587
rRNA binding 	0019843	TAD346|TAD116|TAD28	0.0441330185875214|0.033281511881415|0.054865517780475	0.0597859724493855|0.0521958594768122|0.066870856220661
rRNA methyltransferase activity 	0008649	TAD2716	0.00765613178579794	0.0371593497322587
S-adenosylmethionine-dependent methyltransferase activity 	0008757	TAD1304|TAD1539	0.0243637702140032|0.0081866926323847	0.0448609352575246|0.0371593497322587
scavenger receptor activity 	0005044	TAD1174	0.0570832465684595	0.0686916487045992
secondary active transmembrane transporter activity 	0015291	TAD2142|TAD2143|TAD432	3.21325070981602e-07|0.0777274216429031|0.0451725994665826	3.46709751589148e-05|0.0815802613088425|0.0605857486941487
semaphorin receptor binding 	0030215	TAD2536	0.0263891437222008	0.0465321756462642
sequence-specific DNA binding 	0043565	TAD1033|TAD1978|TAD1360|TAD179|TAD1846	0.0675875838408828|0.0110067038673066|0.0442074807635499|0.0528275233646916|0.0528275233646916	0.075728975040823|0.0371593497322587|0.0598492744590595|0.0652557500978846|0.0652557500978846
sequence-specific double-stranded DNA binding 	1990837	TAD837|TAD1033|TAD2231|TAD6|TAD1978|TAD2155|TAD542|TAD417|TAD792|TAD1251	0.0755909163117686|0.0194532676403466|0.0664609500531192|0.0572416242799029|0.0479320723419157|0.0290387816513688|0.0572416242799029|0.0194532676403466|0.0385314192609224|0.0572416242799029	0.0804128352890172|0.0412645671609484|0.074621607811983|0.0687409155236674|0.0626542975341735|0.0489958489473446|0.0687409155236674|0.0412645671609484|0.0558433866790266|0.0687409155236674
sequence-specific mRNA binding 	1990825	TAD2744	0.0034864430963093	0.0367887940219646
serine-type carboxypeptidase activity 	0004185	TAD1916	0.0109459436203918	0.0371593497322587
serine-type endopeptidase activity 	0004252	TAD432	0.00761574038852472	0.0371593497322587
serine-type endopeptidase inhibitor activity 	0004867	TAD502|TAD1141|TAD2436|TAD2859	0.0194076459621975|1.77432262972266e-05|1.73168509586022e-18|0.0431476226871341	0.0412645671609484|0.000957247058735373|9.3424410921659e-16|0.0593003665907464
serine-type exopeptidase activity 	0070008	TAD1916	0.0109459436203918	0.0371593497322587
serine-type peptidase activity 	0008236	TAD432	0.00951991085596422	0.0371593497322587
serotonin receptor activity 	0099589	TAD1005	0.00270529714634804	0.0367887940219646
SH2 domain binding 	0042169	TAD506|TAD1133|TAD1650|TAD1118|TAD2881	0.0202432769804325|0.000322207374805107|0.0357150401157904|0.0112953920873262|0.0595542010997504	0.0420878063116292|0.00861445841461458|0.0537510367115279|0.0371593497322587|0.070343714271079
SH3 domain binding 	0017124	TAD1133|TAD2774|TAD1374|TAD1834|TAD611	0.0561264881330756|0.037770220646304|0.0237734434354344|0.0515699145218509|0.00957682105414237	0.0678284439922344|0.0553329943978193|0.0446068990067304|0.0648153031672418|0.0371593497322587
SH3/SH2 adaptor activity 	0005070	TAD734|TAD876|TAD2140|TAD370|TAD1360|TAD792	0.0132937687439899|0.0132937687439899|0.0132937687439899|0.0350660240746522|0.0436424250513947|0.0176864029788066	0.0376346596834492|0.0376346596834492|0.0376346596834492|0.0533985784784953|0.0595419592553781|0.0403042028034204
sialyltransferase activity 	0008373	TAD2143|TAD346	0.0253675164589564|0.0217814866897403	0.0456684701980974|0.0431057541167423
signal sequence binding 	0005048	TAD1651|TAD1967	0.0401042569414112|0.0202520468869348	0.0571499269135102|0.0420878063116292
single-stranded DNA-dependent ATPase activity 	0043142	TAD2189	0.0135355863538267	0.0376346596834492
single-stranded DNA binding 	0003697	TAD2113|TAD1027|TAD1163|TAD2155|TAD526|TAD2428	0.0373957878623128|0.0734086086054468|0.0591661580925377|0.02260632375981|0.0300289188918712|0.0373957878623128	0.0550478241520266|0.0792385539810863|0.0699619557061349|0.0437921424359694|0.049886379498582|0.0550478241520266
single-stranded DNA endodeoxyribonuclease activity 	0000014	TAD526	0.00244157544560397	0.036096363877138
single-stranded RNA binding 	0003727	TAD432|TAD2155|TAD72	0.0309972609257515|0.011735948467095|0.011735948467095	0.0507558126771016|0.0372261306883513|0.0372261306883513
small GTPase binding 	0031267	TAD28|TAD1743|TAD1725|TAD3079|TAD2674|TAD1767	0.0794152021091404|0.0431587274051173|0.0484229838170884|0.0691964727975212|0.0640453288925883|0.0218135847326149	0.0827149933461799|0.0593003665907464|0.0629878234341632|0.0764989694144727|0.0731656007147726|0.0431057541167423
